timestamp,hostname,os,cpu_percent,memory_total,memory_used,memory_free,memory_used_percent,disk_total,disk_used,disk_free,disk_used_percent,bytes_sent,bytes_recv,packets_sent,packets_recv,open_ports,read_bytes,write_bytes
2026-05-27T09:11:29+05:30,LAPTOP-F0GM9FUB,windows,15.25,16876888064,15730905088,1145982976,93.00,510830571520,218115014656,292715556864,42.70,19957520,219156174,77395,186208,19,91136158720,47625135616
2026-05-27T09:11:34+05:30,LAPTOP-F0GM9FUB,windows,16.34,16876888064,15824773120,1052114944,93.00,510830571520,218116603904,292713967616,42.70,19997639,219175532,77449,186274,19,91145567232,47628932608
2026-05-27T09:11:39+05:30,LAPTOP-F0GM9FUB,windows,18.66,16876888064,15817265152,1059622912,93.00,510830571520,218120011776,292710559744,42.70,20008827,219193210,77479,186318,19,91155664384,47632287232
2026-05-27T09:11:44+05:30,LAPTOP-F0GM9FUB,windows,20.38,16876888064,16025653248,851234816,94.00,510830571520,218120192000,292710379520,42.70,20055272,219263256,77570,186450,19,91263746560,47638083072
2026-05-27T09:11:49+05:30,LAPTOP-F0GM9FUB,windows,17.17,16876888064,16024547328,852340736,94.00,510830571520,218120282112,292710289408,42.70,20084721,219312065,77654,186550,19,91326788096,47639901696
2026-05-27T09:11:54+05:30,LAPTOP-F0GM9FUB,windows,18.29,16876888064,16040157184,836730880,95.00,510830571520,218120515584,292710055936,42.70,20089666,219313506,77668,186564,19,91380800512,47642166784
2026-05-27T09:11:59+05:30,LAPTOP-F0GM9FUB,windows,16.64,16876888064,15967469568,909418496,94.00,510830571520,218127159296,292703412224,42.70,20108606,219338131,77718,186625,19,91405892608,47654559232
2026-05-27T09:12:04+05:30,LAPTOP-F0GM9FUB,windows,13.39,16876888064,15945117696,931770368,94.00,510830571520,218127204352,292703367168,42.70,20111925,219340403,77739,186646,19,91412153344,47656922624
2026-05-27T09:12:09+05:30,LAPTOP-F0GM9FUB,windows,17.57,16876888064,16027217920,849670144,94.00,510830571520,218127294464,292703277056,42.70,20119212,219426755,77766,186727,19,91420910592,47658040832
2026-05-27T09:12:14+05:30,LAPTOP-F0GM9FUB,windows,21.66,16876888064,16113180672,763707392,95.00,510830571520,218127720448,292702851072,42.70,20143943,219473933,77874,186860,19,91446605312,47660527104
2026-05-27T09:12:19+05:30,LAPTOP-F0GM9FUB,windows,22.73,16876888064,16187346944,689541120,95.00,510830571520,218128060416,292702511104,42.70,20203849,219520117,77976,186976,19,91458621952,47662939648
2026-05-27T09:12:24+05:30,LAPTOP-F0GM9FUB,windows,21.55,16876888064,15931236352,945651712,94.00,510830571520,218128146432,292702425088,42.70,20283676,219552727,78089,187082,19,91469807104,47696170496
2026-05-27T09:12:29+05:30,LAPTOP-F0GM9FUB,windows,20.75,16876888064,15807885312,1069002752,93.00,510830571520,218129674240,292700897280,42.70,20333886,219573040,78177,187161,19,91523673600,47723814400
2026-05-27T09:12:34+05:30,LAPTOP-F0GM9FUB,windows,16.40,16876888064,15773605888,1103282176,93.00,510830571520,218129952768,292700618752,42.70,20361688,219584887,78226,187214,19,91527904768,47726419456
2026-05-27T09:12:39+05:30,LAPTOP-F0GM9FUB,windows,19.99,16876888064,15885160448,991727616,94.00,510830571520,218130038784,292700532736,42.70,20403449,219623826,78336,187331,19,91531259392,47727779328
2026-05-27T09:12:44+05:30,LAPTOP-F0GM9FUB,windows,16.51,16876888064,15873683456,1003204608,94.00,510830571520,218130329600,292700241920,42.70,20427566,219637631,78401,187395,19,91581894144,47754673664
2026-05-27T09:12:49+05:30,LAPTOP-F0GM9FUB,windows,19.28,16876888064,15848706048,1028182016,93.00,510830571520,218130534400,292700037120,42.70,20431829,219640002,78419,187417,19,91585445376,47757061632
2026-05-27T09:12:54+05:30,LAPTOP-F0GM9FUB,windows,18.41,16876888064,15848153088,1028734976,93.00,510830571520,218130837504,292699734016,42.70,20470782,219663371,78488,187488,19,91588001792,47759044096
2026-05-27T09:12:59+05:30,LAPTOP-F0GM9FUB,windows,15.39,16876888064,15830061056,1046827008,93.00,510830571520,218135203840,292695367680,42.70,20488416,219681038,78537,187548,19,91590470656,47761092096
2026-05-27T09:13:04+05:30,LAPTOP-F0GM9FUB,windows,20.20,16876888064,15861690368,1015197696,93.00,510830571520,218135547904,292695023616,42.70,20567014,219706759,78641,187651,19,91606947328,47763504640
2026-05-27T09:13:09+05:30,LAPTOP-F0GM9FUB,windows,17.12,16876888064,15899721728,977166336,94.00,510830571520,218135568384,292695003136,42.70,20595672,219718027,78672,187696,19,91610981888,47765118464
2026-05-27T09:13:14+05:30,LAPTOP-F0GM9FUB,windows,20.46,16876888064,15947612160,929275904,94.00,510830571520,218136346624,292694224896,42.70,20654240,219745719,78751,187799,19,91628547584,47767711232
2026-05-27T09:13:19+05:30,LAPTOP-F0GM9FUB,windows,17.16,16876888064,15818059776,1058828288,93.00,510830571520,218136989696,292693581824,42.70,20693522,219761409,78818,187855,19,91629645312,47770136064
